city,date,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
"Las Vegas, Nevada","May 26, 2007",Light Heavyweight,1,Quinton Jackson,def.,/wiki/Quinton_Jackson,Chuck Liddell,/wiki/Chuck_Liddell,KO (punches),Ultimate Fighting Championship,1:53,MGM Grand Garden Arena
"Las Vegas, Nevada","May 26, 2007",Welterweight,3,Karo Parisyan,def.,/wiki/Karo_Parisyan,Josh Burkman,/wiki/Josh_Burkman,"Decision (unanimous) (30–27, 30–27, 29–28)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","May 26, 2007",Middleweight,1,Terry Martin,def.,/wiki/Terry_Martin_(fighter),Ivan Salaverry,/wiki/Ivan_Salaverry,TKO (slam and punches),Ultimate Fighting Championship,2:04,MGM Grand Garden Arena
"Las Vegas, Nevada","May 26, 2007",Light Heavyweight,1,Houston Alexander,def.,/wiki/Houston_Alexander,Keith Jardine,/wiki/Keith_Jardine,KO (punches and knees),Ultimate Fighting Championship,0:48,MGM Grand Garden Arena
"Las Vegas, Nevada","May 26, 2007",Middleweight,3,Kalib Starnes,def.,/wiki/Kalib_Starnes,Chris Leben,/wiki/Chris_Leben,"Decision (unanimous) (29–28, 30–27, 29–28)",Ultimate Fighting Championship,5:00,MGM Grand Garden Arena
"Las Vegas, Nevada","May 26, 2007",Light Heavyweight,1,Thiago Silva,def.,/wiki/Thiago_Silva_(fighter),James Irvin,/wiki/James_Irvin_(fighter),Referee Stoppage (injury),Ultimate Fighting Championship,1:06,MGM Grand Garden Arena
"Las Vegas, Nevada","May 26, 2007",Light Heavyweight,1,Alan Belcher,def.,/wiki/Alan_Belcher,Sean Salmon,/wiki/Sean_Salmon,Submission (guillotine choke),Ultimate Fighting Championship,0:53,MGM Grand Garden Arena
"Las Vegas, Nevada","May 26, 2007",Lightweight,2,Din Thomas,def.,/wiki/Din_Thomas,Jeremy Stephens,/wiki/Jeremy_Stephens,Technical Submission (armbar),Ultimate Fighting Championship,2:44,MGM Grand Garden Arena
"Las Vegas, Nevada","May 26, 2007",Light Heavyweight,1,Wilson Gouveia,def.,/wiki/Wilson_Gouveia,Carmelo Marrero,/wiki/Carmelo_Marrero,Submission (guillotine choke),Ultimate Fighting Championship,3:06,MGM Grand Garden Arena
Hollywood,"June 12, 2007",Lightweight,3,Spencer Fisher,def.,/wiki/Spencer_Fisher,Sam Stout,/wiki/Sam_Stout,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,Seminole Hard Rock Hotel and Casino
Hollywood,"June 12, 2007",Lightweight,2,Thiago Tavares,def.,/wiki/Thiago_Tavares,Jason Black,/wiki/Jason_Black,Submission (triangle choke),Ultimate Fighting Championship,2:49,Seminole Hard Rock Hotel and Casino
Hollywood,"June 12, 2007",Welterweight,2,Jon Fitch,def.,/wiki/Jon_Fitch,Roan Carneiro,/wiki/Roan_Carneiro,Submission (rear-naked choke),Ultimate Fighting Championship,1:07,Seminole Hard Rock Hotel and Casino
Hollywood,"June 12, 2007",Middleweight,1,Drew McFedries,def.,/wiki/Drew_McFedries,Jordan Radev,/wiki/Jordan_Radev,KO (punches),Ultimate Fighting Championship,0:33,Seminole Hard Rock Hotel and Casino
Hollywood,"June 12, 2007",Welterweight,3,Forrest Petz,def.,/wiki/Forrest_Petz,Luigi Fioravanti,/wiki/Luigi_Fioravanti,"Decision (unanimous) (29–28, 30–27, 29–28)",Ultimate Fighting Championship,5:00,Seminole Hard Rock Hotel and Casino
Hollywood,"June 12, 2007",Welterweight,2,Tamdan McCrory,def.,/wiki/Tamdan_McCrory,Pete Spratt,/wiki/Pete_Spratt,Submission (triangle choke),Ultimate Fighting Championship,2:04,Seminole Hard Rock Hotel and Casino
Hollywood,"June 12, 2007",Lightweight,1,Gleison Tibau,def.,/wiki/Gleison_Tibau,,,Submission (arm-triangle choke),Ultimate Fighting Championship,1:52,Seminole Hard Rock Hotel and Casino
Hollywood,"June 12, 2007",Welterweight,1,Anthony Johnson,def.,/wiki/Anthony_Johnson_(fighter),Chad Reiner,/wiki/Chad_Reiner,KO (punches),Ultimate Fighting Championship,0:13,Seminole Hard Rock Hotel and Casino
Hollywood,"June 12, 2007",Lightweight,3,Nate Mohr,def.,/wiki/Nate_Mohr,Luke Caudillo,/wiki/Luke_Caudillo,"Decision (unanimous) (29–28, 30–27, 29–28)",Ultimate Fighting Championship,5:00,Seminole Hard Rock Hotel and Casino
Belfast,16 June 2007,Middleweight,3,Rich Franklin,def.,/wiki/Rich_Franklin,Yushin Okami,/wiki/Yushin_Okami,"Decision (unanimous) (29–28, 29–28, 29–28)",Ultimate Fighting Championship,5:00,The Odyssey
Belfast,16 June 2007,Light Heavyweight,3,Forrest Griffin,def.,/wiki/Forrest_Griffin,Hector Ramirez,/wiki/Hector_Ramirez_(fighter),"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,The Odyssey
Belfast,16 June 2007,Middleweight,2,Jason MacDonald,def.,/wiki/Jason_MacDonald,Rory Singer,/wiki/Rory_Singer,TKO (punches and elbows),Ultimate Fighting Championship,3:18,The Odyssey
Belfast,16 June 2007,Lightweight,3,Tyson Griffin,def.,/wiki/Tyson_Griffin,Clay Guida,/wiki/Clay_Guida,"Decision (split) (29–28, 28–29, 29–28)",Ultimate Fighting Championship,5:00,The Odyssey
Belfast,16 June 2007,Middleweight,2,Ed Herman,def.,/wiki/Ed_Herman_(mixed_martial_artist),Scott Smith,/wiki/Scott_Smith_(fighter),Submission (rear-naked choke),Ultimate Fighting Championship,2:25,The Odyssey
Belfast,16 June 2007,Heavyweight,2,Eddie Sanchez,def.,/wiki/Eddie_Sanchez,,,TKO (punches),Ultimate Fighting Championship,0:32,The Odyssey
Belfast,16 June 2007,Welterweight,1,Dustin Hazelett,def.,/wiki/Dustin_Hazelett,,,Submission (d'arce choke),Ultimate Fighting Championship,2:50,The Odyssey
Belfast,16 June 2007,Welterweight,1,Marcus Davis,def.,/wiki/Marcus_Davis,Jason Tan,/wiki/Jason_Tan,KO (punch),Ultimate Fighting Championship,1:15,The Odyssey
Craig Piligian,", ",Lightweight,2,B.J. Penn,def.,/wiki/B.J._Penn,Jens Pulver,/wiki/Jens_Pulver,Submission (rear-naked choke),Reality,3:12,Sports
Craig Piligian,", ",Lightweight,2,Nate Diaz,def.,/wiki/Nate_Diaz,Manvel Gamburyan,/wiki/Manvel_Gamburyan,Submission (shoulder injury),Reality,0:20,Sports
Craig Piligian,", ",Middleweight,1,Thales Leites,def.,/wiki/Thales_Leites,,,Submission (kata-gatame choke),Reality,3:50,Sports
Craig Piligian,", ",Lightweight,2,Roger Huerta,def.,/wiki/Roger_Huerta,Doug Evans,/wiki/Doug_Evans_(fighter),TKO (punches),Reality,3:30,Sports
Craig Piligian,", ",Lightweight,2,Joe Lauzon,def.,/wiki/Joe_Lauzon,Brandon Melendez,/wiki/Brandon_Melendez,Submission (triangle choke),Reality,2:09,Sports
Craig Piligian,", ",Lightweight,1,Cole Miller,def.,/wiki/Cole_Miller,,,TKO (head kick and punches),Reality,1:10,Sports
Craig Piligian,", ",Lightweight,2,Gray Maynard,vs.,/wiki/Gray_Maynard,Rob Emerson,/wiki/Rob_Emerson,No Contest,Reality,0:39,Sports
Craig Piligian,", ",Lightweight,1,Leonard Garcia,def.,/wiki/Leonard_Garcia,,,Submission (rear-naked choke),Reality,4:22,Sports
Craig Piligian,", ",Lightweight,1,Matt Wiman,def.,/wiki/Matt_Wiman,,,TKO (punches),Reality,2:09,Sports
city,date,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
Sacramento,"July 7, 2007",Middleweight,1,Anderson Silva,def.,/wiki/Anderson_Silva,Nate Marquardt,/wiki/Nate_Marquardt,TKO (punches),Ultimate Fighting Championship,4:50,ARCO Arena
Sacramento,"July 7, 2007",Light Heavyweight,3,Tito Ortiz,vs.,/wiki/Tito_Ortiz,Rashad Evans,/wiki/Rashad_Evans,"Draw (unanimous) (28–28, 28–28, 28–28)",Ultimate Fighting Championship,5:00,ARCO Arena
Sacramento,"July 7, 2007",Lightweight,5,Sean Sherk,def.,/wiki/Sean_Sherk,Hermes Franca,/wiki/Hermes_Franca,"Decision (unanimous) (50–45, 50–45, 49–46)",Ultimate Fighting Championship,5:00,ARCO Arena
Sacramento,"July 7, 2007",Heavyweight,3,Antônio Rodrigo Nogueira,def.,/wiki/Ant%C3%B4nio_Rodrigo_Nogueira,Heath Herring,/wiki/Heath_Herring,"Decision (unanimous) (29–28, 29–28, 29–28)",Ultimate Fighting Championship,5:00,ARCO Arena
Sacramento,"July 7, 2007",Lightweight,1,Kenny Florian,def.,/wiki/Kenny_Florian,Alvin Robinson,/wiki/Alvin_Robinson,TKO (punches),Ultimate Fighting Championship,4:30,ARCO Arena
Sacramento,"July 7, 2007",Light Heavyweight,1,Stephan Bonnar,def.,/wiki/Stephan_Bonnar,,,Submission (rear-naked choke),Ultimate Fighting Championship,2:14,ARCO Arena
Sacramento,"July 7, 2007",Lightweight,3,Jorge Gurgel,def.,/wiki/Jorge_Gurgel,Diego Saraiva,/wiki/Diego_Saraiva,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,ARCO Arena
Sacramento,"July 7, 2007",Welterweight,1,Chris Lytle,def.,/wiki/Chris_Lytle,,,Submission (triangle choke),Ultimate Fighting Championship,2:15,ARCO Arena
Sacramento,"July 7, 2007",Lightweight,1,Frankie Edgar,def.,/wiki/Frank_Edgar,Mark Bocek,/wiki/Mark_Bocek,TKO (punches),Ultimate Fighting Championship,4:55,ARCO Arena
"Las Vegas, Nevada","August 25, 2007",Heavyweight,3,Randy Couture,def.,/wiki/Randy_Couture,Gabriel Gonzaga,/wiki/Gabriel_Gonzaga,TKO (punches),Ultimate Fighting Championship,1:37,Mandalay Bay Events Center
"Las Vegas, Nevada","August 25, 2007",Welterweight,3,Georges St-Pierre,def.,/wiki/Georges_St-Pierre,Josh Koscheck,/wiki/Josh_Koscheck,"Decision (unanimous) (30–27, 29–28, 29–28)",Ultimate Fighting Championship,5:00,Mandalay Bay Events Center
"Las Vegas, Nevada","August 25, 2007",Lightweight,3,Roger Huerta,def.,/wiki/Roger_Huerta,Alberto Crane,/wiki/Alberto_Crane,TKO (punches),Ultimate Fighting Championship,1:50,Mandalay Bay Events Center
"Las Vegas, Nevada","August 25, 2007",Lightweight,3,Joe Stevenson,def.,/wiki/Joe_Stevenson,Kurt Pellegrino,/wiki/Kurt_Pellegrino,"Decision (unanimous) (30–27, 30–27, 29–28)",Ultimate Fighting Championship,5:00,Mandalay Bay Events Center
"Las Vegas, Nevada","August 25, 2007",Middleweight,1,Patrick Côté,def.,/wiki/Patrick_C%C3%B4t%C3%A9_(fighter),Kendall Grove,/wiki/Kendall_Grove,KO (punches),Ultimate Fighting Championship,4:45,Mandalay Bay Events Center
"Las Vegas, Nevada","August 25, 2007",Light Heavyweight,2,Renato Sobral,def.,/wiki/Renato_Sobral,David Heath,/wiki/David_Heath_(fighter),Submission (dave schultz front headlock),Ultimate Fighting Championship,3:30,Mandalay Bay Events Center
"Las Vegas, Nevada","August 25, 2007",Heavyweight,1,Frank Mir,def.,/wiki/Frank_Mir,Antoni Hardonk,/wiki/Antoni_Hardonk,Submission (kimura),Ultimate Fighting Championship,1:17,Mandalay Bay Events Center
"Las Vegas, Nevada","August 25, 2007",Middleweight,1,Thales Leites,def.,/wiki/Thales_Leites,Ryan Jensen,/wiki/Ryan_Jensen_(fighter),Submission (armbar),Ultimate Fighting Championship,3:47,Mandalay Bay Events Center
"Las Vegas, Nevada","August 25, 2007",Lightweight,3,Clay Guida,def.,/wiki/Clay_Guida,Marcus Aurélio,/wiki/Marcus_Aur%C3%A9lio,"Decision (split) (30–27, 28–29, 30–27)",Ultimate Fighting Championship,5:00,Mandalay Bay Events Center
 Arena,"September 8, 2007",Light Heavyweight,5,Quinton Jackson,def.,/wiki/Quinton_Jackson,Dan Henderson,/wiki/Dan_Henderson,"Decision (unanimous) (48–47, 49–46, 49–46)",Ultimate Fighting Championship,5:00,The O
 Arena,"September 8, 2007",Light Heavyweight,3,Michael Bisping,def.,/wiki/Michael_Bisping,Matt Hamill,/wiki/Matt_Hamill,"Decision (split) (29–28, 27–30, 29–28)",Ultimate Fighting Championship,5:00,The O
 Arena,"September 8, 2007",Heavyweight,3,Cheick Kongo,def.,/wiki/Cheick_Kongo,Mirko Filipović,/wiki/Mirko_Filipovi%C4%87,"Decision (unanimous) (29–28, 29–28, 29–28)",Ultimate Fighting Championship,5:00,The O
 Arena,"September 8, 2007",Welterweight,1,Marcus Davis,def.,/wiki/Marcus_Davis,Paul Taylor,/wiki/Paul_Taylor_(fighter),Submission (armbar),Ultimate Fighting Championship,4:14,The O
 Arena,"September 8, 2007",Light Heavyweight,1,Houston Alexander,def.,/wiki/Houston_Alexander,Alessio Sakara,/wiki/Alessio_Sakara,KO (knee and punches),Ultimate Fighting Championship,1:01,The O
 Arena,"September 8, 2007",Lightweight,3,Gleison Tibau,def.,/wiki/Gleison_Tibau,Terry Etim,/wiki/Terry_Etim,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,The O
 Arena,"September 8, 2007",Light Heavyweight,2,Thiago Silva,def.,/wiki/Thiago_Silva_(fighter),Tomasz Drwal,/wiki/Tomasz_Drwal,TKO (punches),Ultimate Fighting Championship,4:23,The O
 Arena,"September 8, 2007",Lightweight,2,Dennis Siver,def.,/wiki/Dennis_Siver,Naoyuki Kotani,/wiki/Naoyuki_Kotani,KO (punch),Ultimate Fighting Championship,2:04,The O
 Arena,"September 8, 2007",Welterweight,1,Jess Liaudin,def.,/wiki/Jess_Liaudin,,,TKO (punches),Ultimate Fighting Championship,4:10,The O
"Las Vegas, Nevada","September 19, 2007",Lightweight,1,Kenny Florian,def.,/wiki/Kenny_Florian,Din Thomas,/wiki/Din_Thomas,Submission (rear-naked choke),Ultimate Fighting Championship,4:31,Palms Casino Resort
"Las Vegas, Nevada","September 19, 2007",Middleweight,3,Chris Leben,def.,/wiki/Chris_Leben,Terry Martin,/wiki/Terry_Martin_(fighter),KO (punch),Ultimate Fighting Championship,3:56,Palms Casino Resort
"Las Vegas, Nevada","September 19, 2007",Lightweight,1,Nate Diaz,def.,/wiki/Nate_Diaz,Junior Assuncao,/wiki/Junior_Assuncao,Submission (guillotine choke),Ultimate Fighting Championship,4:10,Palms Casino Resort
"Las Vegas, Nevada","September 19, 2007",Middleweight,3,Nate Quarry,def.,/wiki/Nate_Quarry,Pete Sell,/wiki/Pete_Sell,KO (punch),Ultimate Fighting Championship,0:44,Palms Casino Resort
"Las Vegas, Nevada","September 19, 2007",Welterweight,1,Dustin Hazelett,def.,/wiki/Dustin_Hazelett,Jonathan Goulet,/wiki/Jonathan_Goulet,Submission (armbar),Ultimate Fighting Championship,1:14,Palms Casino Resort
"Las Vegas, Nevada","September 19, 2007",Welterweight,2,Thiago Alves,def.,/wiki/Thiago_Alves_(fighter),Kuniyoshi Hironaka,/wiki/Kuniyoshi_Hironaka,TKO (punch and knee),Ultimate Fighting Championship,4:04,Palms Casino Resort
"Las Vegas, Nevada","September 19, 2007",Lightweight,3,Cole Miller,def.,/wiki/Cole_Miller,Leonard Garcia,/wiki/Leonard_Garcia,"Decision (unanimous) (30–27, 29–28, 30–27)",Ultimate Fighting Championship,5:00,Palms Casino Resort
"Las Vegas, Nevada","September 19, 2007",Welterweight,1,Luke Cummo,def.,/wiki/Luke_Cummo,,,TKO (punches),Ultimate Fighting Championship,1:45,Palms Casino Resort
"Las Vegas, Nevada","September 19, 2007",Lightweight,1,Gray Maynard,def.,/wiki/Gray_Maynard,,,KO (punch),Ultimate Fighting Championship,0:09,Palms Casino Resort
Anaheim,"September 22, 2007",Light Heavyweight,3,Keith Jardine,def.,/wiki/Keith_Jardine,Chuck Liddell,/wiki/Chuck_Liddell,"Decision (split) (29–28, 28–29, 29–28)",Ultimate Fighting Championship,5:00,Honda Center
Anaheim,"September 22, 2007",Light Heavyweight,3,Forrest Griffin,def.,/wiki/Forrest_Griffin,Mauricio Rua,/wiki/Mauricio_Rua,Submission (rear-naked choke),Ultimate Fighting Championship,4:45,Honda Center
Anaheim,"September 22, 2007",Welterweight,3,Jon Fitch,def.,/wiki/Jon_Fitch,Diego Sanchez,/wiki/Diego_Sanchez,"Decision (split) (30–27, 28–29, 29–28)",Ultimate Fighting Championship,5:00,Honda Center
Anaheim,"September 22, 2007",Light Heavyweight,3,Lyoto Machida,def.,/wiki/Lyoto_Machida,Kazuhiro Nakamura,/wiki/Kazuhiro_Nakamura,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,Honda Center
Anaheim,"September 22, 2007",Lightweight,3,Tyson Griffin,def.,/wiki/Tyson_Griffin,Thiago Tavares,/wiki/Thiago_Tavares,"Decision (unanimous) (29–28, 30–27, 29–28)",Ultimate Fighting Championship,5:00,Honda Center
Anaheim,"September 22, 2007",Catchweight (177 lbs),2,Rich Clementi,def.,/wiki/Rich_Clementi,Anthony Johnson,/wiki/Anthony_Johnson_(fighter),Submission (rear-naked choke),Ultimate Fighting Championship,3:05,Honda Center
Anaheim,"September 22, 2007",Lightweight,3,Jeremy Stephens,def.,/wiki/Jeremy_Stephens,Diego Saraiva,/wiki/Diego_Saraiva,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,Honda Center
Anaheim,"September 22, 2007",Heavyweight,1,Christian Wellisch,def.,/wiki/Christian_Wellisch,,,Submission (heel hook),Ultimate Fighting Championship,3:19,Honda Center
Anaheim,"September 22, 2007",Lightweight,3,Matt Wiman,def.,/wiki/Matt_Wiman,Michihiro Omigawa,/wiki/Michihiro_Omigawa,"Decision (unanimous) (29–28, 30–27, 29–28)",Ultimate Fighting Championship,5:00,Honda Center
Cincinnati,"October 20, 2007",Middleweight,2,Anderson Silva,def.,/wiki/Anderson_Silva,Rich Franklin,/wiki/Rich_Franklin,TKO (knees),Ultimate Fighting Championship,1:07,U.S. Bank Arena
Cincinnati,"October 20, 2007",Heavyweight,3,Tim Sylvia,def.,/wiki/Tim_Sylvia,Brandon Vera,/wiki/Brandon_Vera,"Decision (unanimous) (29–27, 29–28, 29–28)",Ultimate Fighting Championship,5:00,U.S. Bank Arena
Cincinnati,"October 20, 2007",Lightweight,3,Alvin Robinson,def.,/wiki/Alvin_Robinson,Jorge Gurgel,/wiki/Jorge_Gurgel,"Decision (unanimous) (29–28, 29–27, 29–27)",Ultimate Fighting Championship,5:00,U.S. Bank Arena
Cincinnati,"October 20, 2007",Light Heavyweight,2,Stephan Bonnar,def.,/wiki/Stephan_Bonnar,Eric Schafer,/wiki/Eric_Schafer,TKO (punches),Ultimate Fighting Championship,2:47,U.S. Bank Arena
Cincinnati,"October 20, 2007",Middleweight,2,Alan Belcher,def.,/wiki/Alan_Belcher,Kalib Starnes,/wiki/Kalib_Starnes,TKO (doctor stoppage),Ultimate Fighting Championship,1:39,U.S. Bank Arena
Cincinnati,"October 20, 2007",Middleweight,3,Yushin Okami,def.,/wiki/Yushin_Okami,Jason MacDonald,/wiki/Jason_MacDonald,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,U.S. Bank Arena
Cincinnati,"October 20, 2007",Middleweight,1,Demian Maia,def.,/wiki/Demian_Maia,Ryan Jensen,/wiki/Ryan_Jensen_(fighter),Submission (rear-naked choke),Ultimate Fighting Championship,2:40,U.S. Bank Arena
Cincinnati,"October 20, 2007",Welterweight,3,Josh Burkman,def.,/wiki/Josh_Burkman,Forrest Petz,/wiki/Forrest_Petz,"Decision (split) (29–28, 29–28, 28–29)",Ultimate Fighting Championship,5:00,U.S. Bank Arena
Cincinnati,"October 20, 2007",Lightweight,3,Matt Grice,def.,/wiki/Matt_Grice,Jason Black,/wiki/Jason_Black,"Decision (split) (28–29, 29–28, 29–28)",Ultimate Fighting Championship,5:00,U.S. Bank Arena
Newark,"November 17, 2007",Light Heavyweight,3,Rashad Evans,def.,/wiki/Rashad_Evans,Michael Bisping,/wiki/Michael_Bisping,"Decision (split) (29–28, 28–29, 29–28)",Ultimate Fighting Championship,5:00,Prudential Center
Newark,"November 17, 2007",Light Heavyweight,1,Thiago Silva,def.,/wiki/Thiago_Silva_(fighter),Houston Alexander,/wiki/Houston_Alexander,TKO (punches),Ultimate Fighting Championship,3:25,Prudential Center
Newark,"November 17, 2007",Welterweight,3,Karo Parisyan,def.,/wiki/Karo_Parisyan,Ryo Chonan,/wiki/Ryo_Chonan,"Decision (unanimous) (30–27, 30–27, 30–27)",Ultimate Fighting Championship,5:00,Prudential Center
Newark,"November 17, 2007",Middleweight,3,Ed Herman,def.,/wiki/Ed_Herman_(mixed_martial_artist),Joe Doerksen,/wiki/Joe_Doerksen,KO (punch),Ultimate Fighting Championship,0:39,Prudential Center
Newark,"November 17, 2007",Lightweight,3,Frankie Edgar,def.,/wiki/Frankie_Edgar,Spencer Fisher,/wiki/Spencer_Fisher,"Decision (unanimous) (30–27, 30–27, 30–26)",Ultimate Fighting Championship,5:00,Prudential Center
Newark,"November 17, 2007",Welterweight,2,Thiago Alves,def.,/wiki/Thiago_Alves_(fighter),Chris Lytle,/wiki/Chris_Lytle,TKO (doctor stoppage),Ultimate Fighting Championship,5:00,Prudential Center
Newark,"November 17, 2007",Lightweight,1,Joe Lauzon,def.,/wiki/Joe_Lauzon,Jason Reinhardt,/wiki/Jason_Reinhardt,Submission (rear-naked choke),Ultimate Fighting Championship,1:14,Prudential Center
Newark,"November 17, 2007",Lightweight,1,Marcus Aurélio,def.,/wiki/Marcus_Aur%C3%A9lio,Luke Caudillo,/wiki/Luke_Caudillo,TKO (punches),Ultimate Fighting Championship,4:29,Prudential Center
Newark,"November 17, 2007",Welterweight,2,Akihiro Gono,def.,/wiki/Akihiro_Gono,Tamdan McCrory,/wiki/Tamdan_McCrory,Submission (armbar),Ultimate Fighting Championship,3:19,Prudential Center
Craig Piligian,", ",Lightweight,3,Roger Huerta,def.,/wiki/Roger_Huerta,Clay Guida,/wiki/Clay_Guida,Submission (rear-naked choke),Reality,0:51,Sports
Craig Piligian,", ",Welterweight,1,Mac Danzig,def.,/wiki/Mac_Danzig,Tom Speer,/wiki/Tom_Speer,Submission (rear-naked choke),Reality,2:01,Sports
Craig Piligian,", ",Welterweight,3,Jon Koppenhaver,def.,/wiki/Jon_Koppenhaver,Jared Rollins,/wiki/Jared_Rollins,TKO (punches),Reality,2:01,Sports
Craig Piligian,", ",Welterweight,1,George Sotiropoulos,def.,/wiki/George_Sotiropoulos,,,Submission (rear-naked choke),Reality,1:36,Sports
Craig Piligian,", ",Welterweight,3,Ben Saunders,def.,/wiki/Ben_Saunders_(fighter),Dan Barrera,/wiki/Dan_Barrera,"Decision (unanimous) (30–27, 29–28, 30–27)",Reality,5:00,Sports
Craig Piligian,", ",Welterweight,1,Matt Arroyo,def.,/wiki/Matt_Arroyo,John Kolosci,/wiki/John_Kolosci,Submission (armbar),Reality,4:42,Sports
